id	tweet	subtask_a	subtask_b	subtask_c
99092	 He should have started since game  But dont worry once he gets the start it will change the faith for the Browns He is a winner Nothing against current starter But he is just a back up in the NFL	NOT		
24672	 with this useless try hard comedian love preaching hate about They have so much hate in them for a guy they loved before he was president Maybe infatuated with the guy She must dream about him	NOT		
79867	 Funny I compare pediphiles and their protectors to satan	NOT		
95116	 Endorse my sandwich could catch on as an imprecation like Blow me down or Fuck my old boots And dont worry  Igor is under strict instructions to eschew any virgin who has partaken of GM crops	NOT		
55095	 gets endorsement of nations largest gun control group URL	NOT		
28156	 yes we are the democrats no longer care bout the constitutional laws or the us citizenstheir new pets are illegals drug dealers murdersers thieves rapists muslims antifa the lgbtq and anybody who hates americatheyre batshit crazy	OFF	TIN	GRP
54334	 How can that be California has strict gun control laws Its almost as if criminals dont care about laws	NOT		
49499	 man that sucks unreal	OFF	TIN	IND
78399	 Whoa Angie Back off that logic Youre going to confuse the liberals	NOT		
46130	 is SFOS Hes going to go away like  Non electable  MAGA MEGA	NOT		
48882	 Buck up buttercup	NOT		
21592	 Not so much its just me alone with myself The whole You are your worst enemy type deal	NOT		
18554	 I should rephrase that something went down and she is trying to cover it up with some LAME story about oh I thought I was in my own house BULLSHT What a obviously blatant lie URL	NOT		
13519	 Dont you liberals want to lower the voting age to 	NOT		
59367	 Heres another looney left person Just go away	NOT		
18103	 Wow She is destroying the life of a guy She has filed a case Her father ia going to court and she has not get any summons If she had already stretched this Seems like she has done something wrong Police shld take the matter forward Whoever is guilty shld b punished	OFF	TIN	IND
53181	 She says she wakes up from sleep thinkin she is gonna get Trump She needs a Psychiatrist ASAP	OFF	TIN	IND
42319	 What about the life after they are born Like gun control Health insurance for everyone	NOT		
43944	 why is this relevant whatsoever Might as well let us know when someone has a pack of smokes or a  pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs	OFF	TIN	OTH
61147	 This pope may have to stepdown	NOT		
50414	 Must be becos the site thinks Teli is a REAL antifa  Teli is a Weebtifa	NOT		
87405	 I dont have anymore excuse me what the fuck memes	OFF	UNT	
42537	Mueller proves the judicial system is weaponized Democrat special councils only charge Republicans So if we play the game then Republican special councils should charge Democrats Right Balls in your court Republicans MAGA URL	OFF	TIN	GRP
38262	 Yes he is	NOT		
85262	 Serial rape didnt seem to be a problem for liberals with Bill Clinton and Hillary who enabled him Go figure  can you say hypocrisy	OFF	TIN	GRP
40019	 How did you get to where you are while still being so profoundly ignorant	OFF	TIN	IND
94534	 Hate speech MAGA DRAIN THE SWAMP	NOT		
63019	 Funny She had no problem sleeping her way into Congress	NOT		
29985	 To justify his death to racists amp bigots Theyre excuse will be well he had weed so he is a criminal amp deserved to be murdered Just wait till the excuses start	OFF	TIN	IND
12719	 The Pope is complicit Make no mistake Anyone who harms a child   	OFF	TIN	IND
34521	 At least you got to experience the s though These s and s born missed out on a great decade Its been an increasingly worse shit show since lol	OFF	UNT	
16450	Trumps Lies Have Grown Far More Frequentand More Dangerous  Mother Jones URL Truth decay maga Were doomed	OFF	TIN	IND
69688	 Answer DiFi and Antifa Democrats have NO sense of decency remaining	NOT		
68388	 The Kavanaugh debacle has given me a great number of new accounts to mute on both the Maga side and the blue wave side Seems nobody stops and thinks Does this argument help my side or harm it	NOT		
42566	 Cult religion	NOT		
49310	 All voting is strategic My comment re whiteness was meant to show how white liberals ignore that fact in making blanket aasertions about voting D amp when they turn criticism of Biden into an opportunity to lecture ppl in safe D states that they MUST vote Dem Its inane	NOT		
73788	 It seems Christine Ford was an ANTIFA member Wiped her social media accounts What is her involvement in the leftist vandalism in California	NOT		
18639	 How about juxtapositioning that next to all the conservatives who think it shouldnt be investigated at all Or are you more interested in slanted BS than actual justice URL	NOT		
19629	 The Tea Party was the symptom not the cause It started with Jerry Falwell and the Moral Majority that was formed in the s The GOP aligned with them as social conservatives rather than sticking with their fiscal conservative platform The Tea Party grew out of that	NOT		
84132	 I wish I was a short as you OOF Im just as tall as Okabe and you are a size of RLuka lol URL	NOT		
11856	 liberals drink their own Koolaid They live in these bubbles and they think a lot of people like them If they could see themselves how clownish they look and act	OFF	TIN	OTH
21722	 He is	NOT		
69441	 Fuckin poisonous group of people As soon as someone hands me a hat with a propeller on top Im out Find another company to work for lemmings	OFF	TIN	GRP
12310	 Conservatives who quit rather than fight betray every claim that cons are patriots amp will fight for our Constitution It reveals extremism amp defeatism at once Dems KNOW they will win if they stick together History PROVES it	OFF	TIN	GRP
17057	 Fake News spewing lies again  Patriot Voters do not approve of Kaepernick and his Socialist Nike Ads	NOT		
36569	 They wouldve had the Vice Presidency via Tim Kaines Antifa son	NOT		
63296	 Easy for him to say  he gets brownie points for this without having to do any negotiating and if it goes sour he gets to accuse the federal liberals whom he hates Good politics Dougie	NOT		
82496	 Another perfect teacher	NOT		
89369	 The far right is making no noise now Antifa is burning down schools and attacking people Deal with reality	NOT		
24575	 lets stretch bitches	OFF	TIN	IND
83918	 This pope is a dope	OFF	TIN	IND
63685	 That may be but as far as the gun thing goes it shows the total distopia that can result from gun control Only criminals and corrupt cops have guns in Mexico and the average citizen is at t their complete mercy	NOT		
83443	 Yeah if a officer wants to watch his career go down the shitter 	NOT		
93958	 Her name is Justice She demands he is innocent	NOT		
62148	 She says she is deeply religious  she did not say which religion  satanists are very religious  Peace	OFF	TIN	GRP
56399	ownthelibs interesting documentation of reactionary behavior from conservatives URL	NOT		
77041	 it was amazing  alex n infowars	NOT		
71433	 How the fuck can he detect an attitude through a text bubble	OFF	UNT	
69853	 This is going to backfire for the liberalsbadly Im guessing Feinstein was fixing to retire because this should sink her	NOT		
29195	 I dont recall a President ever taking random questions for a long period of time and answering almost everyone of them And liberals accuse him of being a king or tyrant Pretty accommodating	NOT		
22149	 Perhaps you have also forgotten URL	NOT		
85376	 Chelsea ClintonCFR	NOT		
43102	 Thank you  America is respected again MAGA KAG VoteRedToSaveAmerica	NOT		
73528	 Yes I got Twitter account just to follow him  	NOT		
55808	 Dave has every right to be on the exact wrong side of an argument	NOT		
40944	 not what the conclusions says in the paper do you know what experiments they did you are just like an creationist that blindly believe what the news says You are like an catholic that beliees every word of the pope	NOT		
54939	Now THIS makes sense QAnon MAGA WalkAway URL	NOT		
99078	 Shit up	OFF	UNT	
36167	 Eye just want rice Lmfaoooooooo	NOT		
16803	 Ron DeSantis cheesy ass MAGA commercials were cringeworthy	NOT		
71527	 Fuck you are killing me lately 	OFF	TIN	IND
31077	 Hectares cultivated with poppy for opium grew exponentially like never before during Obama thou I bet you celebrated his troop retreat Myanmar made so much money with the opium theyre building a bigger totally modern port	NOT		
70010	 God will take care of He is down but he was never totally out	NOT		
89572	 As usual the poll was the outlier of all polls asking the same questions Lol	NOT		
44826	 The problem is the people who will read this and go oh shit he is a cunt already think he is The rednecks and retards that already support him will believe it is fake news	OFF	TIN	GRP
77146	 It was surprising how fast Reagan passed gun control in Cali when the Black Panthers armed themselves	NOT		
69245	You can draw a straight line btwn ppl who think is truthful MSM lies Kavanaugh is treated unfairly CodyWilson was set up Zimmerman was right A wall is good Refugees are terrorists BlackLivesMatter is racist Reverse racism is real Kap is disrespectful MAGA	OFF	TIN	GRP
43388	 Hope its full of pot holes and smells like shit	OFF	TIN	IND
72446	 sex games will make you feel like youre actully having sex or as ign would describe it it really makes you feel like youre fucking some whore in an alleyway	OFF	UNT	
77762	 Sexistcould be a crazy gentlewoman LuLz	NOT		
75997	 You mean exactly like conservatives are attacking this current victim	OFF	TIN	IND
83231	 Are you suggesting that I fall for that I certainly do not support the liberals visàve Democrats agenda Read my Tweets Im on the right so VOTE GOP 	NOT		
97842	 Awesome Every antifa should go through this Initiation	NOT		
86747	 says shes a Republican in the mold of Lincoln and Reagan Supports gun control	NOT		
65284	Tories Labour GE Conservatives Conservatives URL Today I can announce that new longerterm partnerships will be opened up to the most ambitious housing associations through a groundbreaking  billion initiativethe first URL	NOT		
57742	 There is an MP from New Brunswick that may want some encouragement URL	NOT		
90713	 I do have one more serious question though I am wondering if liberal men actually have balls or is this a birth defect What would ever happen if the left and right went at each other LGBT be your front lineAntifa next	NOT		
42778	 idc if you suck i just wanna have fuuun	OFF	TIN	IND
57526	 Antifa AltLeft to go with Richard Simmons stalker 	NOT		
84246	 I follow all these MAGA Patriots 	NOT		
48992	 Thank Mr President Please declassify the docs closer to the election so we can all see how corrupt the Dems are MAGA	NOT		
41808	 Do all liberals and evolutionary biologists really talk like hillbillies or are you just trying to sound superior	NOT		
76880	 After hisself is committed somewhere	NOT		
23960	 Obama owns ANTIFA and BLM Still want to discuss the rise of radicalism	NOT		
29236	 WiiU is not even a real console	NOT		
58125	NEVER STOP WINNING QAnon MAGA WWGWGA Winning URL	NOT		
25476	 Really you should read what Blake said You are just another man completely missing the point	NOT		
20965	 You are a beautiful model amp HWs were jealous of that I agree that Kendall should stay how she is amp not have all that phony plastic surgery like her sisters I dont event recognize Khloe anymore Kylie needs to stop wfillers Shes pretty on her own amp not overdue it	NOT		
55224	 So tired of the spicy I know the far right includes literal murderers and far right terrorism is on the rise but antifa are just as bad because I think they broke a window once	NOT		
11950	Just vote for god sake and move on It be a non issue in  months Do not allow libtards to veer you into the trap Harden the fuck up and lets go Seriously Kavanagh scotus maga	OFF	TIN	IND
85283	 Antifa is a domestic terror organisation though	NOT		
84359	 Basic argument Canada passed gun laws but ALL gun crime did not stop Therefore gun regulation is ineffective Only source for grand claim that gun control is an expensive failure and does not have a measurable effect on crime is article by gun advocate Gary Mauser	OFF	TIN	GRP
84187	 WHY  DO the gun control people believe legal owners are not following current laws  You fools It is about making the citizens of the USA defenseless	OFF	TIN	OTH
22188	 You are the most talented person I have ever met in my life please stay healthy and do not get sick You are an extraordinary being that shines with its own light I LOVE YOU SO MUCH BABY  	NOT		
19729	 The deeper in they get the less likely to scrap or even stop we need it scrapped now before more wasted on it and before more contracts signed	NOT		
83522	Another Russian MoD MAGA FAIL URL	NOT		
99586	 Son please dont make me cry today because I never saw this shit	OFF	UNT	
10332	meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are Re Kavanaugh and ANY OTHER REPUB who will stand up against them URL	NOT		
39056	 Im a sick fuck I like to quick fuck	OFF	UNT	
27416	 Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag	OFF	UNT	
73715	 If you are new to Q or interested in Q here is a link to the post URL and watch pursuit of truth on YouTube He is easy to follow Enjoy the show	NOT		
75187	 Its now abundantly clear that a lack of common sense gun control measures wasnt the real reason behind this but rather an incompetent school board and a failure to act upon reports  poor staff security training too	NOT		
48984	 you are alienating your supporters disgusted URL	NOT		
35902	 You realize how useless your argument is If you drunk drive you get arrested Youre punished If you kill someone while drunk driving that is murder There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle We need gun control	OFF	TIN	IND
67707	 House of flowers Shits crazy	OFF	UNT	
74330	 You have a dick Damn didnt know bhadbhabie was actually a bhadtranny	OFF	TIN	IND
81591	 Things are definitely fucked up when you need to state the obvious like this Conservatives are needed just like liberals are needed One without the other is faulty	OFF	TIN	IND
43880	 she is the cutest ever  thank you honey	NOT		
96175	 the last minute of this video is absolutely priceless  facts Obama separated k kids and there were no protests liberals silence URL	NOT		
29446	 About the same price as where you are though but probably way more space	NOT		
97062	 I feel sorry for liberals after Farleft hijacked their name	NOT		
40470	 Except for the little attempted rape thing he is just a wonderful guy	OFF	TIN	IND
91317	 First law  sensible fucking gun control	OFF	UNT	
83143	 Trudeau is reluctant to do a deal that involves dairy because that effectively removes a large piece of the ScheerBernier split and will unite conservatives The US will insist so Trudeau has to spin it as Trudeau v Evil Empireand walk away We suffer	NOT		
57421	 He is NOT QUALIFIED	OFF	TIN	IND
12052	 Maxine needs to consult a shrink coz she is suffering from trump syndrome	OFF	TIN	IND
75875	 The one time I engaged with Louise mensch was when she said URL was a Russian op because it had a Russian registrar I tried explaining how the internet works with screenshots and stuff but got no reply	NOT		
66322	 Looks Like The Jokes On Liberals Again FortTrump Poland BoomingEconomy URL	NOT		
81551	 Holder is a known PERJURER and race baiting Obama stooge Nothing big he says should have any meaning	NOT		
41007	 She is  lying But you dont understand the mind of a leftwing nutjob liberal They are a cult Money means nothing to them Its stopping trump by any means	OFF	TIN	IND
17737	 Many products hit the shelves in the US first Canada is not that big of a economy In fact it is th in the world for all you liberals thinking that somehow we could strong arm the USA	NOT		
93871	 of  stars to The Liberals by Hindol Sengupta URL	NOT		
40507	 Yo why must you do this	NOT		
67428	 I love it when the Liberals say the word debunked kind of like when Hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit	OFF	TIN	GRP
50688	 Does this line sound familiar it is too soon to talk gun control This the the typical NRA funded GOP response to NRA sponsored mass murder	OFF	TIN	OTH
26126	 Good	NOT		
77015	 She is a Sick Corrupt Ignorant Moron	OFF	TIN	IND
52509	 Democrats plan working	NOT		
15881	 What are they sheep Cant they speak for themselves with out that guy telling them what to say Speaking of Bots I think we found them URL	NOT		
85765	 Looks like a perfect illustration of gun control LetsGoShooting	NOT		
46226	 Who the hell does think he is to say that Dr Ford is mixed up and is not to be believed He is only showing his stunning ignorance about the issue and his partisan bias He hasnt even heard what Dr Ford has to say nor does he know her Horrible man	NOT		
40115	 The Fall of the Church of Rome	NOT		
58672	 Basically what she is saying is someone wanted to float an accusation without facing any legal or civil accountability for it when it turns out to be BS This is beyond unethical	NOT		
23160	Windrush victim and campaigner Sarah OConnor dies aged  So sad  made this womans live a misery Tory HostileEnvironment URL	NOT		
72536	 Just keep putting your violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about out on the streets for voters to see That will do it Voters love violence amp lunatic liberals out of their minds TAKE TO THE STREETS VIOLENT LIBERALS	OFF	TIN	GRP
25533	 Not really Gun control limits one capability to personally safety It makes it even harder for good people to buy guns legally It will even make it hard for women to obtain guns for self defense Just keep a simple background check system we already have	OFF	TIN	IND
27335	 God thing we have Beto in Texas He is for decriminalizing crossing the border He is for reasonable gun control for Texas citizens Someone could get hurt if citizens try to defend themselves Poor Arizona you need a Beto of your own	OFF	TIN	GRP
74318	 I dont care how good a player he is if I owned his club Id suspend him for a year make him train with the youngsters to tell them what bad looks like set the example	OFF	TIN	IND
66464	Alaye turn if your maga don pay	OFF	TIN	OTH
35874	 Conservatives would do anything to eliminate the value of laborers in this country People worked and died for this holiday Dont want to see it lost to some fake Constitution worshiping by people who do not value the Constitution in any way such as the Far Right	OFF	TIN	GRP
10038	 ABSOLUTELY FALSE WE ALL KNOW CP IS WITH LIBERALS REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERSMONEY	NOT		
62869	 The fact she is going to vote yes on Kavanaugh makes me think she knows how bribes work	NOT		
72630	 I mean when you think about it thats basically all their ideology boils down to Conservatives are like Let me do sex crimes on my wife and libertarians are like let me do sex crimes on everyone	NOT		
12789	 Chicago has record number of homicides Their gun control laws are not working	OFF	UNT	
42141	 push a narrative Remember its their place to tell us what to think Well Ill gladly be as Hillary said a DEPLORABLE IRREDEEMABLE or as gropy Joe just said DREGS OF SOCIETY Tells us all how they feel about the middle class Christians and Conservatives VoteRed	OFF	TIN	GRP
83598	 He is probably trapped in his mind palace EEvery android model has one	NOT		
48950	 I read this as If you are a straight white male forget about being partnered	NOT		
40371	 Following you anyway	NOT		
38152	Just think this hate America filled man was our VP Dems HATE AMERICA Do you see it yet WALK no RUNAway from Dems amp join Patriots who LOVE TO LIVE IN AMERICA MAGA URL	NOT		
16385	 Markey issued a tweet then back to his nap She can not think or react on the fly She is a poor leader No word from Baker yet	NOT		
24349	 Hey you ever find those guns	NOT		
19303	 Hallo please find the unroll here Thread by  Moores failure to deal with the foul smear against him is a good example of how the new rules could apply The firs  FakeNews MAGA URL See you soon 	OFF	TIN	IND
23502	 Good luck  MAGA VoteRed URL	NOT		
60929	 LOOK UP Kavanaugh STOP THIS SHIT MAGA URL	OFF	TIN	OTH
67975	Here is an Awesome Video of Alex Jones invading Capitol Hill watch as he tells off the mainstream media FakeNews WednesdayWisdom MAGA Trump vaxxed readthebook CDCWhistleblower VaccineHolocaust URL	NOT		
90967	 Star Review on SocialSurvey  Cristyn made my buying experience so easy and enjoyable She is amazing by Lindsay P for Cristyn Dyess URL URL	NOT		
76070	 You guys conservatives are too nice They would destroy you	NOT		
80037	 Bring on the Crucifixion You know if a Conservative did this to Garland  She would be Stoned to Death by ANTIFA	NOT		
17549	 Me cuz I have none 	NOT		
35559	LeviStrauss takes stand on gun control SanFrancisco LEVISTRAUSSampCOMPANY America SaferTomorrowFund URL URL	NOT		
51894	 I wont even start Naruto cause its just too much  I started an anime on Hulu yesterday called Coppelion thats only one season thats more my speed lol	NOT		
29049	 that zombie walk was a little scary Remember when that zombie said he was going to eat Shons butt	OFF	TIN	GRP
36676	 Good evening Brenda I hardly see you hope all is well with you amp everyone 	NOT		
11337	 you are great on the Five Can you stay in thst spot permanently	NOT		
54757	 Who do you think you are	NOT		
18131	 Irresponsible for KTVU to stoke the hateful words that our demented Governor disrespectfully spews about the POTUS Some people think that Jerry Brown is criminally liable for many of his actions as well He is responsible for s of thousands of Oakland residents displacement	NOT		
11928	 I heard Bert and Ernie are merely allies and active in Antifa Friendship is a luxury of the oppressor	NOT		
80826	 I knew I wouldnt like what he did but I never ever thought that every single Republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty	OFF	TIN	IND
86356	 How far are you prepared to take this Roger I gather that this is a new antifa style Hungerless Hunger Strike Would you consider actually not eating anything	NOT		
93849	 Not IMO	NOT		
16755	 He knew the email were released earlier Just pandering to his ignorant base	OFF	TIN	IND
90857	 how about gun control That might be the trick	NOT		
33595	 Guess you are going to ignore what karmys are asking 	NOT		
93365	 Oh I never had any doubt Read all about the Dirty Wars tooHe is a slovenly POS Jesuit who worships Satan	OFF	TIN	OTH
37866	 Calling it something different still a PAC You are for NO BORDERS NO COUNTRY HIGHER TAXES Gun control SOCIALIST REMOVING ICE YOU WORK FOR ILLEGALS FOR BRAC NO FAMILY TEXAS VALUES WE ARENT CALIFORNIA LIKE JONES U PPL DONT EVEN LIVE HERE Stay in DC	OFF	UNT	
58540	 Amen 	NOT		
23352	 Antifa simply wants us to kill them By the way Most of us carry a back up And a knife	OFF	TIN	GRP
72923	MaximeBernier Racist Party of Canada Bernier PPC  news politics government cdnpoli polcan pnpcbc liberals progressives conservatives ndp cpc lpc gpc AltRight FarRight populist racist racism bigot hw URL	NOT		
83779	 Theres nothing more joyous than watching a snowflake cry especially when its a google order follower	NOT		
19348	 I stand with you MAGA	NOT		
11095	Aint getting no pussy huh URL	OFF	UNT	
13966	 Occupy Wall Streetwhere women got raped	OFF	TIN	GRP
72803	 you are a DISGRACE	OFF	TIN	IND
64439	amp could prove were in opposite roles THE DUALITY OF EVERYTHING very scary BUT i cant feed that thought rn need to think abt how grateful i am that shes saying these things bc its finally getting to me that i cant keep caring abt her amp that she is not who i think she is	NOT		
78790	 Time for a statement on the support for Victor Orban and his antisemitism	NOT		
33944	 Terrible man wouldnt you say liberals Just terrible	NOT		
91987	RebekahismOfTheDay WednesdayWisdom Liberals There is no such thing as gender Me Really Then tell me more about the wage gap	NOT		
96934	and he is yet to get a callup for senior team URL	NOT		
28296	 sadly you blew it in this interview You are or will be bought You did not pass the litmus test for what a Real Progressive isYou have mistakenly alienated whats left of the Dem base thanks to HRC and you need us know it or not URL	OFF	TIN	IND
75968	 Too bad Antifa crashes GOP townhalls	OFF	TIN	IND
38422	 Kamala Harris is rapidly gaining a reputation as the most dishonest senator	OFF	TIN	IND
26735	 You are my favorite bot ily	NOT		
27932	 Good lord	NOT		
17615	 Guilt by association i see A great tactic by spineless antiwhite liberals	NOT		
20694	 Foolish to think that	NOT		
63235	HanoiJane Fonda Campaigns for Gun Control Measure Will it Backfire  Liberty Park Press URL	OFF	TIN	OTH
48013	 He dont seems happy just look at his eyes its like he is staring into ur souls	NOT		
45972	 You are Incredible	NOT		
45414	 No one is mistreating her but you are all mistreating Kavanaugh This man may be innocent but you liberals are jumping on this just because you hate Trump So you all do the right thing and after  years its her word against his so there is no contest	OFF	TIN	IND
90806	 youre on fucking drugs my dude	OFF	UNT	
68744	 I dont like the idea of supporting this company URL	NOT		
26221	 She is just so effortlessly funny 	NOT		
77070	 Orwell was Antifa 	NOT		
87862	 Doct Tape Please	NOT		
50331	 You are a grown up	NOT		
99766	 She is a complete idiot	OFF	TIN	IND
79310	 I bet he is 	NOT		
45830	 Put me down for disagree This never happened This is akin to the violence of antifa She appropriating the MeToo movement for the purpose of damaging a person	NOT		
74913	 I think he is trying to look like URL	NOT		
60844	 The important distinction here being Exattorney general so frankly Yasirnobody gives a rats pyjamas what you thinknow piss off and find another trough to wallow inliberals are finished in Ontario	NOT		
83292	 Seems we cant even hold onto advancements in signage in re gun control	NOT		
15485	 And i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol	OFF	TIN	GRP
82223	 So you are going to deflect away from nearly  dead due the the lack of post hurricane support from the Trump administration by using the deportation of a single  year old man You sir are the offensive one	OFF	TIN	IND
51831	 Alex it has been fantastic watching you race this season Love how you pass and how determined you are every race  Thank you	NOT		
10238	 Love u bitch	OFF	TIN	IND
51617	 THIS IS SO FUCKINGNDBS FUNNYHEJS	OFF	UNT	
98538	 help I already have a verify account but when I try to use it it wants further details passport which I dont have with me So I phone instead and after two minutes of pointless messages it tells me you are busy and hang up What rubbish service	OFF	TIN	IND
75354	 the cover and your hair are glorious	NOT		
68683	 Dont hold your breath Biased media will just double down on conservatives The public is slowly catching on	NOT		
49073	 German antifastock fought against the Nazis German antifa rescued jews	NOT		
16190	 Wrong was a enthusiastic architect of devastating austerity along with the Torys The did not have to abandon every principle they supposedly had to the they could have let Cameron run a minority Government as dId SNP but CHOSE not to	NOT		
20716	WednesdayMotivation They should teach the type of governments for anyone who runs for public office Most liberal wants to give an illusion that we have a democracy while they keep the power hidden Conservatives enjoy representative government but like to take control	NOT		
23025	 Anything against a conservative must be believed Liberals get a pass	NOT		
90196	 Love this But also my queen Lex has been speaking out on important issues like gun control and LGBTQ rights longgggg before Feb th 	NOT		
48692	 You are such a lier and all for money Nobody wants  francoism here in Spain Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia Why all your friends are with Vlaams Belang ampthe Italian nazis NAZI URL	OFF	TIN	IND
40054	 He is an egomaniac and doesnt like to lose so he will spend money for free agency and his drafts are better	OFF	TIN	IND
15577	 Why to the cowards not list ANTIFA on their profiles Cowards or terrorist or both Ill go with both	OFF	TIN	GRP
86668	 I didnt know football teams had private prisons Thank you for providing this insight for me Hopefully when he is released he will realize what he has done wrong and not do it again	NOT		
44496	 things that make Australia a way better country than the US and I dont even mention gun control URL URL	NOT		
66518	The greatest predictors of political belief are high opennesslow conscientiousness for liberals and low opennesshigh conscientiousness for conservatives Thats why the vast majority of artists URL	NOT		
83927	 Booo Hooo hoo who raised these spoiled brats 	OFF	TIN	GRP
49864	 He is nothing but a left wing unhinged liberal jerk He needs to shut the Fup yrsof him was a life time of BS	OFF	TIN	IND
54313	 All the leftist organizations have Antifa the Greens I went to a Wobbly meeting in  and they spent  time talking about labor practices laws policy etc They spent the whole meeting on a resolution to be more trans inclusive when  them present were already GNC	NOT		
32504	 You are missing brains	OFF	TIN	IND
29347	 Apparently the free market narrative isnt convenient today Im so tired of hearing about free markets from conservatives who then turn around and pick winners and losers in the market	NOT		
29303	 No one is talking about Trump What does this tweet have to do with him You liberals are more obsessed with him than his own supporters	NOT		
30214	 You have a legit  socialist bloc in Maryland That will win a crowded primary but overall most people dont want to go that far left As a Baltimore resident thats what liberalswho is mostly everyone say	NOT		
82993	 You are about to get on the map This Safety is legit 	NOT		
17590	 Very disturbed by how this platform has become like a dictatorship from the Soviet state	OFF	TIN	GRP
64423	 This is dumb What is the point	OFF	TIN	IND
39865	 Fuck bfa im going back to rift	OFF	TIN	OTH
58318	 Bite your vicious tongue	OFF	TIN	IND
87443	 I wouldnt be surprised	NOT		
99197	    You are delusional URL	OFF	TIN	IND
85813	 KKK and ANTIFA both hate groups created by the Democrats	OFF	TIN	GRP
93982	 CALLING ALL CONSERVATIVES GET OUT AND VOTE FOR CRUZMAGA	NOT		
48672	 Hows that gun control working out	NOT		
37370	 I have been put on an Antifa hit list and i am taking the matter very seriously I have reported to Twitter nothing Group Targets for maybe of Antifa Donald Trump and Candace Owens as well All I have is the Twitter handle Thanks  URL	NOT		
81322	 Luckily youre in one of the safest seats It allows you to be flippantdismissive when it comes to opposing views Still not heard a cohesive alternative plan from you though brexitshambles	NOT		
50038	 Congratulations He is so adorable	NOT		
41567	 Nancy Lee Grahn You Are Awesome I have been a fan since Santa Barbara Alex Davis also Rocks Thank you 	NOT		
19123	 She is a Skrull Enemy of The Kree The Kree are who gave Carol her powers and whose uniform she is wearing in the first few moments of the trailer	NOT		
79672	 Except you kind of are when it comes to gun control	NOT		
29055	 You are so beautiful	NOT		
32479	 This is what happens when liberals get in control	NOT		
42594	 Daniels said her job does not reflect her character really She is a cheap sleezy porn lap dancer The is no high road to take in that type of job	OFF	TIN	IND
95697	 No longer on guard Marie smiles warmly Merci I love when I am compared to my father I look up to him in many ways She looks down for a moment and then back up He is also my sire Unless you already figured that out She laughs softly Marie beams at the question 	NOT		
96084	 Gun control is omportant It should not be left to NRA to regulate it It does not care about the lifes that are waisted along the path of its enrichment	NOT		
77548	 Antifa girl of the month centrefold	NOT		
62926	 Tweet is directed at him I can care less about whatever it is he is blathering about	OFF	TIN	IND
53633	 Oh well yes goes without saying you are the ultimate Superman 	NOT		
14182	 Good MAGA	NOT		
49199	 AmazonPets This is bonnie she is  years old and very friendly she has been through the wars as she got attacked by another dog She would love to be the face of AmazonPets URL	NOT		
35683	 More evidence Liberals only goal is to sabotage NAFTA to make Trump the enemy and to get Trump Hate vote in Canada for election  URL	OFF	TIN	IND
43602	 Shes a class act isnt she Kim the nd	NOT		
33000	 And when logic FAILS you arent a twitterer like ME I am sooo special I have followers I believe I believe Stop it with your dumb facts MEGY you are entertaining	NOT		
94730	 Where is VAN She is ARMY who need to shazam the most you know 	NOT		
11166	 why do conservatives have such a hard time testifying	NOT		
84074	 Fk River you are a sick individual Get a life or make the world a better place or end yours No loss trash IMHO	OFF	TIN	IND
42883	 Gotta keep that gun control law to get those terrorists	OFF	TIN	GRP
43215	 What a wonderful caring president we have God bless him MAGA	NOT		
20583	 Anyone else getting a different idea of how these attacks are connected 	NOT		
78116	 you are worthy  URL	NOT		
43409	 This sounds as relevant as the march in Mumbai by the woke snowflakes for Gun Control Abortion in India is legal and only the womans choice is required Take your circus elsewhere Instead take up the issue of oppression of Hindus in India This is at least relevant	OFF	TIN	OTH
84054	 Supporting an apartheid state which commits international war crimes Shame on you	OFF	TIN	OTH
19593	 Amazingly the Dems Obamas Left get away with treating their IdentityPoltics groups as monolithic group thinkers who all support the Dems Whats the word when you label all people of a particular group the same  Oh thats right  prejudice	NOT		
29252	 What were you talking about Climate change Abortion Legalizing cannabis Private prisons Wall Street fraud Trumps lies Gun control White supremacy Solar panels Electric cars Wind turbines Clean energy Evolution The age of the earth The meaning of the word Yom URL	NOT		
88754	 Didnt the polls say Hillary was going to be President	NOT		
67471	 Unfirtunately i have seen hispanics justifying shit from trump I argued with two family members of mine who believes trump did helped PR a lot And i have a relative who he is a trump fan amp agreeds that the majority of immigrants that come are bad It is upsetting	OFF	TIN	GRP
47552	 I havent checked it so i cant say anything	OFF	TIN	OTH
76221	 CrookedHillary are you drunk again Go back to bed grannyTrumpTrain MAGA Deplorables DregOfSociety	OFF	TIN	IND
38491	 Looks Like The Jokes On Liberals Again FortTrump Poland BoomingEconomy URL	NOT		
