test_case	id	source	language	text	task1	task2
EXIST2021	5044	twitter	es	me tuve que levantar temprano pOR UNA PUTA CLASE QUE SE SUSPENDIÓ y ahora me tengo que bancar los rUIDITOS INSOPORTABLES DE LA NIÑERA INTENTANDO DESPERTAR A MI HERMANA FLACA YO TE AMO PERO PARECES UNA MOSCA ASÍ CERRA EL ORTO QUE QUIERO DORMIR LRPM	non-sexist	non-sexist
EXIST2021	5045	twitter	es	Me quejo que estoy gorda y aca estoy comiendo un sanguche de fiambre con teres	non-sexist	non-sexist
EXIST2021	5046	twitter	es	 Un chico es obligado a casarse con la hija menor del dueño de un dojo pero tanto el padre como el chico sufren de una maldición por caer en diferentes ojos de agua y al chico lo simpean una loca que lanza flores color carbón y una chica que también cayó a un ojo de agua	non-sexist	non-sexist
EXIST2021	5047	twitter	es	  Encantada de que me incluyas porque me siento identificada con muchas de tus palabras en tus twits Y como mujer libre por supuesto	non-sexist	non-sexist
EXIST2021	5048	twitter	es	 Siempre para vos también Te quiero gorda	non-sexist	non-sexist
EXIST2021	5049	twitter	es	Y ahora tenía otro accidenteSu coche había decidido fallar y se había estampado en una calle estrecha y vacía cerca del centro Golpeó el volante bastante frustrado unas cuentas veces y entonces miró el panel y activó unas cuantas opciones para dejarle un mensaje en vídeo gt	non-sexist	non-sexist
EXIST2021	5050	twitter	es	 Yo considero que la gente no tiene por qué justificar esto no se deben explicaciones por mas que te miren feo el camino de uno es otro y ya Pienso como tú y vivo en un juicio constante a mi alrededor mas intenso de las mujeres con las que he intentado estar	non-sexist	non-sexist
EXIST2021	5051	twitter	es	Santa Fe se queda con la liga femenina este Están a quince minutos de ganar las chicas de santa fe 	non-sexist	non-sexist
EXIST2021	5052	twitter	es	         Son unas bestiasComo si no tuviera suficiente ya la gente con el hambre huracanes y este gobierno inútil para que vengan estos animales a fregar también	non-sexist	non-sexist
EXIST2021	5053	twitter	es	Dijo JesúsENTREN POR LA PUERTA ESTRECHA PORQUE ES ESTRECHA LA PUERTA Y ANGOSTO EL CAMINO QUE LLEVA A LA VIDA Y SON POCOS LOS QUE LOS ENCUENTRAN Y ES ANCHA LA PUERTA Y ESPACIOSO EL CAMINO QUE LLEVA A LA PERDICIÓN Y SON MUCHOS LOS QUE VAN POR ALLÍ 	non-sexist	non-sexist
EXIST2021	5054	twitter	es	Como dije anteriormente en algún momento voy a terminar viviendo con uds jajsjs mentiris pero realmente le he cogido un amor muy grande a usted y a todos en general gracias por quererme tanto y recibirme tan bien espero sodomizar mucho mañana con ustedes	non-sexist	non-sexist
EXIST2021	5055	twitter	es	 Dígale aquel ya que tanto está al culo de él	non-sexist	non-sexist
EXIST2021	5056	twitter	es	Empoderamiento femenino con SalarioRosa 	non-sexist	non-sexist
EXIST2021	5057	twitter	es	En el androcentrismo que ha calado desde su creación en el campo de los DDHH Vemos que la conceptualización de derechos ha ignorado frecuentemente las necesidades de la mitad de la humanidad más discriminada excluyéndolas incluso durante décadas de su formulación directa 	non-sexist	non-sexist
EXIST2021	5058	twitter	es	 por su parte habla con voz de una mujer adulta  es un nombre apropiado para esa especie de fantasma rebelde inconforme con la idea de asumir alguna identidad Sus reflexiones lejos de ser inocentes son interesantes como profundas y amé su reticencia a la humanidad	non-sexist	non-sexist
EXIST2021	5059	twitter	es	        Yo soy especialista en denunciar las infracciones cometidas contra los ciclistas en Madrid A ver cuando los ciclistas dejamos el victimismo y hacemos un poquito de justicia La impunidad fabrica la exclusión y el confinamiento de los ciclistas	non-sexist	non-sexist
EXIST2021	5060	twitter	es	    Las mujeres no están mejor con más o menos kg todos los cuerpos deberían ser respetados y queridos por igual	non-sexist	non-sexist
EXIST2021	5061	twitter	es	 wtf JAJAJA se nota que tienes falta de comprensión te guste o no ella es una mujerno llores	non-sexist	non-sexist
EXIST2021	5062	twitter	es	Dios como tan siquiera te atreves a intentar tirar hate a jon cuando ese hombre se caga en ti y en tus favs con su IQ su ingles muy bien pronunciado para un coreano que no tuvo ningún estudio o influencia con el idioma para un rapero productor escritor	non-sexist	non-sexist
EXIST2021	5063	twitter	es	 rezar enciende la luz para saber en todo momento hacia donde se tiene que ir  dios da a cada hombre y mujer un destino y una conducta en la vida  solo tienes que llevarla con dignidad que el ara el resto  da a cada hombre y mujer lo que necesita en realidad	non-sexist	non-sexist
EXIST2021	5064	twitter	es	         PORFA PONCHO    merece que más gente lo vaya conociendo y escuchándolo en 	non-sexist	non-sexist
EXIST2021	5065	twitter	es	Del  al  mi cara está en un  de fea	non-sexist	non-sexist
EXIST2021	5066	twitter	es	El Supremo confirma la condena a dos miembros de LaManada por un delito contra la intimidad  	non-sexist	non-sexist
EXIST2021	5067	twitter	es	Hoy en el día de los DerechosHumanos cerramos los DíasDeActivismo con una actividad de  en el Centro de Atención Integral en Maicao Tratamos temas de prevención de violencia de género y empoderamiento de las mujeres Unete StandUpHumanRights 	non-sexist	non-sexist
EXIST2021	5068	twitter	es	Para qué te vas a quitar la vida si no se lo vas a poder a contar a nadie como lo estás haciendo ahorala vida después de la vida no existesi te mueres te jodistete vas a podrir como un perro aplastado en la carretera y los gusanos te van a violar de lo lindo 	non-sexist	non-sexist
EXIST2021	5069	twitter	es	Saben qué a veces no me me pesa para nada desearle un mal a la gente que YO considero que se lo merece total yo no soy Dios ni Kant y me parece peor tratar de convencerme o fingir ser una persona que no soy	non-sexist	non-sexist
EXIST2021	5070	twitter	es	  Siempre metiendo mierda y creando victimismo Talvez debería decir la verdad sobre tu famoso hospital y a quien le has asignados algunos contratos sin concurso público	non-sexist	non-sexist
EXIST2021	5071	twitter	es	Isabela se unió a través de un Plantón en En El Portón para exigir justicia por todos los casos de violencia en contra de las mujeres en Galápagos YoSíTeCreo 	non-sexist	non-sexist
EXIST2021	5072	twitter	es	    la gente del Barca esta en genera hasta los huevos de Font el alter ego de Xavi de Laporta el alter ego de Cruyff iy de toda una serie de personajes que no tienen narices de defender al Club y se dejan sodomizar por los medios de Florentio son unos subditos de Florentino	non-sexist	non-sexist
EXIST2021	5073	twitter	es	 Hola Rodrigo así como a veces ves pérdidas también verás que muchos días hay ganancias la rentabilidad cambia todos los días eso es lo que se ve reflejado en tus ahorros lo importante es trabajamos para que a largo plazo tus ahorros siempre puedan crecer	non-sexist	non-sexist
EXIST2021	5074	twitter	es	Si fuera de todos la escoria no estaríais donde estáis   	non-sexist	non-sexist
EXIST2021	5075	twitter	es	YoSiTeCreo lo que no tengo claro es a cuál  	non-sexist	non-sexist
EXIST2021	5076	twitter	es	De verdad que como la cagó el programa enseñando las putas fotos porque hoy estaríamos todos flipando MaskSingerFinal	non-sexist	non-sexist
EXIST2021	5077	twitter	es	 Que no nos sorprenda de esta escoria gubernamental que tenemos	non-sexist	non-sexist
EXIST2021	5078	twitter	es	No le da cosa que los papás del colegio donde trabaja vean sus fotos bochornosas   bochornosas la gente es muy mojigata  	non-sexist	non-sexist
EXIST2021	5079	twitter	es	 Ni educación tiene para expresar nos van a fregar dice estan desesperados dice n es posible q un solo personaje quiera gobernar q bruto y qacaso piensa q tiene q haber  presidente con Nayib basta y sobra lo q falta lo ponemos nosel  feb y con eso	non-sexist	non-sexist
EXIST2021	5080	twitter	es	Alberich Meffert Bormann Ciudad de México  de agosto de  es un actor mexicano De origen alemán inició su carrera como actor en pequeños papeles especiales en Rebelde y Tormenta en el paraiso luego participa en la telenovela Palabra de mujer	non-sexist	non-sexist
EXIST2021	5081	twitter	es	 Que había quemados claro También ahora Pero se estaba libre de este neopuritanismo en el cual hemos sumido nuestra libertad De arriba para abajo los de DDHH vigilando velando por esta puritana sociedad que mojigata se estremece al sonido de un pobre cohetillo	non-sexist	non-sexist
EXIST2021	5082	twitter	es	 Muy atractiva imagen	non-sexist	non-sexist
EXIST2021	5083	twitter	es	Yo en  de la ESO hice una polla y un coño con plastilina y a día de hoy sigo orgulloso de mi trabajo No me compares unas casas con semejante obra de arte 	non-sexist	non-sexist
EXIST2021	5084	twitter	es	 nadie podía esperarse la cantidad de notallmen en las respuestas Felicidades por el artículo	non-sexist	non-sexist
EXIST2021	5085	twitter	es	   Por que asesinar a un ser que no pidió ser engendrado lo más lógico que se operen mujeres y  hombrescual es el afán de hacer algo así 	non-sexist	non-sexist
EXIST2021	5086	twitter	es	A ver explico Nuestro ejército no es tan ejército es como cuando mi prima no estaba tan embarazada sólo iba a tener un bebé  	non-sexist	non-sexist
EXIST2021	5087	twitter	es	      Igual ese no era el punto sino que la mayoria de las mujeres trabajan porque no les queda otra o simplemente porque quieren y que por eso tambien aportan economicamente a la crianza	non-sexist	non-sexist
EXIST2021	5088	twitter	es	He recorrido un largo camino para llegar a donde me encuentro hoy No he caminado solo todo ha sido trabajo y aprendizaje de gente de nuestro partido Morena cree en mi como yo creo en los jóvenes mujeres y hombres de nuestro estado Veracruz somos todas y todos 	non-sexist	non-sexist
EXIST2021	5089	twitter	es	 Culo la persona que vaya a editar esta foto y le ponga unos co dones por favor no lo vayan a hacer somos gente civilizada por favor	non-sexist	non-sexist
EXIST2021	5090	twitter	es	LaHoraDeLa Me parece muy bien q hoy rellenes espacio con esta desgracia mejor dicho aprobechais Ayer murió un hombre en la calle no tenía vivienda como no era tan expectacular como lo de hoy pocos tertulianos lo mencionaronera  solo	non-sexist	non-sexist
EXIST2021	5091	twitter	es	   JAJAJAJAJAJAJAJAJAJJAA FULL CULO PATIN	non-sexist	non-sexist
EXIST2021	5092	twitter	es	   Ah sí Ósea un grupo de hombres y mujeres con piedras iban a asesinar a personal con chaleco casco escudo pistola lacrimógena y pistola de balines De veras Vaya qué tal ponderación del peligro de muerte que tienes cuidado que con esa perspectiva puede morir tuiteando	non-sexist	non-sexist
EXIST2021	5093	twitter	es	 Y que eres más de sodomizar al LoL	non-sexist	non-sexist
EXIST2021	5094	twitter	es	  Que lleves  años haciendo mal las cosas no significa que te de derecho a no tener la sanción correspondiente Está prohibido aparcar así y han estado mucho tiempo haciendo la vista gorda	non-sexist	non-sexist
EXIST2021	5095	twitter	es	Sin comentariosfamilia lamanada 	non-sexist	non-sexist
EXIST2021	5096	twitter	es	una alumna de mí mamá le agradeció por el classroom las clases y después le puso un saludo a su perra espero que haya promocionado la materia	non-sexist	non-sexist
EXIST2021	5097	twitter	es	Qué puto asco dan algunos hombres nos siguen viendo como animales a cazar Y luego que por qué tenemos miedo a todos y que si notallmen 	non-sexist	non-sexist
EXIST2021	5098	twitter	es	Isma en el Assetto Tus muertos puto Jorge mira por donde vas que me has roto el alerón trozo pollaGuiri random de la carrera Well i gotta ger some sleep gn	non-sexist	non-sexist
EXIST2021	5099	twitter	es	       naciones del mundo ha interferido en asuntos internos de nuestro país esgrimiendo hipócritamente el argumento de la violación de los derechos   Negamos sinceridad y autoridad moral al imperialismo yanqui para defender los derechos humanos más allá de su frontera	non-sexist	non-sexist
EXIST2021	5100	twitter	es	 Ya murió otra escoriarecordá que todos esos mierdas son dinosaurios y ya les va tocando la hora	non-sexist	non-sexist
EXIST2021	5101	twitter	es	todas nos unamos por el bien de las más vulnerables En Argentina las únicas muertas deberán ser la culpa y la vergüenza Respeto las opiniones opuestas pero hay una emergencia que predomina No más mujeres muertas en este contexto	non-sexist	non-sexist
EXIST2021	5102	twitter	es	Me dijeron que enamorarse la Soledad es peligroso es la primera vez que no me mientenEs atractiva adictiva y hasta narcisista	non-sexist	non-sexist
EXIST2021	5103	twitter	es	Los fascistas se ríenpero conociendo de varios casos que fueron demostradosYoSiTeCreo 	non-sexist	non-sexist
EXIST2021	5104	twitter	es	Como que no adivine IGUAL SERE TÍA DE UNA NIÑA  	non-sexist	non-sexist
EXIST2021	5105	twitter	es	  ha sido todo lo contrario a victimismo pero si tu comprensión lectora te traiciona ahí ya no puedo hacer nada	non-sexist	non-sexist
EXIST2021	5106	twitter	es	Dic Diáspora El cierre de fronteras no ha impedido que los venezolanos huyan ante el colapso de servicios hambruna y la violación masiva de DDHH de Maduro Cada vez son más quienes cruzan por trochas o toman un peñero para salir del paí	non-sexist	non-sexist
EXIST2021	5107	twitter	es	Noooo no me gusta shippear en si Cuando era más chica  o  años si lo hacía pero comprendí que puede ser extremadamente incómodo y molesto para esas personas así que deje de hacerlo 	non-sexist	non-sexist
EXIST2021	5108	twitter	es	 Poco a poco Totò no es para nada fácil Yo perdí a mi padre hace  años y he aprendido a vivir sin él sin embargo no hay un día q no lo piense ese es un amor eternoDeja atrás los errores Apa xq nadie es perfecto valora su legado y su obra uds  hombres y mujeres de bien	non-sexist	non-sexist
EXIST2021	5109	twitter	es	   mi polla en moño	non-sexist	non-sexist
EXIST2021	5110	twitter	es	Pero que arrastrada le dio la defenza de Arriaza Chicas a esa comisión en asamblea	non-sexist	non-sexist
EXIST2021	5111	twitter	es	  Dónde está el error en defender la Constitución y la igualdad entre los ciudadanos HDLGP	non-sexist	non-sexist
EXIST2021	5112	twitter	es	 Eso es ser persona con alma Bendición para esa chica y nuestra patria  Somos más	non-sexist	non-sexist
EXIST2021	5113	twitter	es	Otra saga por arruinarmgtow	non-sexist	non-sexist
EXIST2021	5114	twitter	es	 Morgan era un rebelde Reconocería el material de sus armas a mil leguas los murmullos entre los integrantes de la reunión comenzaron pero ninguno ponía en duda las palabras de la mujer  Por qué si no estaría en este barco Alguien le debe haber chivado el 	non-sexist	non-sexist
EXIST2021	5115	twitter	es	O FINAL KKKKKKKKKK SAPO HIJO DE PUTA 	non-sexist	non-sexist
EXIST2021	5116	twitter	es	Le estoy dando el reconocimiento que merece a tis the damn season porque aquí si hay taste	non-sexist	non-sexist
EXIST2021	5117	twitter	es	 A ver señorita singridbazan usted que tanto habla de política una pregunta porque entonces busca postular al congreso y como es la manera que según usted pretende acabar con esta problemática social cuales son sus propuestas hablé y no critique no sea una más	non-sexist	non-sexist
EXIST2021	5118	twitter	es	Cerca de mil  personas han sido capacitadas por el personal del  en la aplicación del Modelo de Protocolo para Prevenir y Atender el Hostigamiento y Acoso Sexual en diferentes ámbitos      	non-sexist	non-sexist
EXIST2021	5119	twitter	es	Se hará pública la identidad de los jueces y se expondrá su historial de veredictos Aquí lamanada son los que han dictado la pena 	non-sexist	non-sexist
EXIST2021	5120	twitter	es	 Por favor hagamos trending copia los hashtags entre más posts más alcance tiene AZTECANOTICAS TELEMUNDONOTICIEROSTELEVISATELEDIARIOPFPapoya pgj GobiernoDelEstado PFP PGRCNDH yositecreo niunamenos  CIDH CDMX SEDENA GuardiaNacional	non-sexist	non-sexist
EXIST2021	5121	twitter	es	Es lo que vivimos las mujeres desde que somos niñas Y se nos enseña a sentir culpa vergüenza y guardar silencio Todas las mujeres tenemos más de una historia de este tipo como mínimo Y muchas experiencias peores desde en la infancia	non-sexist	non-sexist
EXIST2021	5122	twitter	es	  limpiaban las mujeres a las que hoy se les obsequia con una limosna de pensión por no haber cotizado en su día     	non-sexist	non-sexist
EXIST2021	5123	twitter	es	  Chico MGTOW ser vdd	non-sexist	non-sexist
EXIST2021	5124	twitter	es	  Tomada Dic una vista muy atractiva de ElAvilaCaracas Venezuela Credito Regulo Bueno Samsung J 	non-sexist	non-sexist
EXIST2021	5125	twitter	es	 La verdad es que me he partido la polla mientras se le caía la cara de vergüenza porque los otros dos compañeros están durmiendo lmao	non-sexist	non-sexist
EXIST2021	5126	twitter	es	En política querido mío y vos lo sabéis tan bien como yo no hay hombres sino ideas no sentimientos sino intereses en política no se mata a un hombre sino se allana un obstáculo El conde de Montecristo por Alexandre 	non-sexist	non-sexist
EXIST2021	5127	twitter	es	Es que tócate la real polla a dos manosQue consultar a biólogos sobre animales es falacia de autoridadNo si te parece para saber sobre animales le pregunto a mi tío Paco el licenciado en historia del arte o a mi médico	non-sexist	non-sexist
EXIST2021	5128	twitter	es	La piña  para esta niña es una de sus frutas FAVORITAS para el desayuno como postre o como colación es la opción perfecta  ya que además de deliciosa tiene muchísimas propiedades que ayudan a nuestro organismo Conoce todas las propiedades de la piña 	non-sexist	non-sexist
EXIST2021	5129	twitter	es	Al menos high school musical no es como camp rock camp rock no tienen ningún buen personaje Mitchie era la peor escoria Shane era un sorete maltratador y los otros eran todos bosta irrelevante	non-sexist	non-sexist
EXIST2021	5130	twitter	es	  Nunca Cuando digo nunca es NUNCAA un atolizado que justifica la ineptitud del gobierno ante tanta muerte jamás le entran razones porque es una escoria servil a sus intereses simplemente Afectuoso saludos	non-sexist	non-sexist
EXIST2021	5131	twitter	es	Juan Vicente Aliaga Orden fálico androcentrismo y violencia de género en las prácticas artísticas del siglo XX Tres Cantos Akal   p Arte contemporáneo  ISBN Un volumen en rústica en buen estado 	non-sexist	non-sexist
EXIST2021	5132	twitter	es	TengoAlgoQueDecirte Vecinos de Puente Piedra aseguran que no es la primera vez que este hombre protagoniza este tipo de actos violentos 	non-sexist	non-sexist
EXIST2021	5133	twitter	es	ahh si representar la cultura indígena mexicana por una mujer mexicana es apropiar como no pude verlo antes gracias gringo blanco primermundista por abrirme los ojos 	non-sexist	non-sexist
EXIST2021	5134	twitter	es	 yo mas gorda	non-sexist	non-sexist
EXIST2021	5135	twitter	es	Guadalajara es una ciudad atractiva para inversionistas extranjeros que necesitan exportar a Estados Unidos si quieres saber por qué visita Desarrollo industrial y logístico de REBSummit Guadalajara  	non-sexist	non-sexist
EXIST2021	5136	twitter	es	seo soojin es de las mujeres más hermosas y talentosas de esta generación Y NADIE me lo puede negar Gidle es uno de los grupos más completos que hay hoy en día y no entiendo porque no tienen más reconocimiento En fin orgullosa de llevar a soojin 	non-sexist	non-sexist
EXIST2021	5137	twitter	es	    Jajajaja probablemente tu lo denomines así en mi caso no puedo juzgar la vida de otros ya que ni los conozco pero la gran mayoría de la sociedad siguen con la mente bien estrecha	non-sexist	non-sexist
EXIST2021	5138	twitter	es	 Alfinal no se puede obligar a nadie que te quiera Y solo por que se refiere a sí mismo como un buen tio da a entender que es partidazo como si respetar a las mujeres no fuera una cosa basica en los valores humanos Pero ese ya es otro melón que prefiero no abrir jaja	non-sexist	non-sexist
EXIST2021	5139	twitter	es	no os importa pero tras el chasco de anoche con fish tank hoy voy a verme las señoritas de rochefort de jacques demy con un poco de miedo porqué no soy la mayor fan de los musicales	non-sexist	non-sexist
EXIST2021	5140	twitter	es	 Le tengo muchas ganas a La mujer rebelde gracias por recordármelo 	non-sexist	non-sexist
EXIST2021	5141	twitter	es	 Ah bueno sos así tan muy buena persona tan especial y se nota una gran mujer y amiga Lo que opinan mal de uno es envidia	non-sexist	non-sexist
EXIST2021	5142	twitter	es	Gracias por siempre alegrarnos los días con tus ocurrencias Hasta se burla de los momentos duros que ha 	non-sexist	non-sexist
EXIST2021	5143	twitter	es	a la tierra de Laura Monos   Director Alejandro LandesAdventure Drama Action Colombia SouthAmerica Saturday movies MonosFilm MonosLaPelícula LaManada TodosSomosMONOS MONOS 	non-sexist	non-sexist
EXIST2021	5144	twitter	es	Yoabro una bolsa de comidaMi perra que no me hacia ni caso 	non-sexist	non-sexist
EXIST2021	5145	twitter	es	 Sos valiente por contarlo Fuerzas te mando un abrazo y yo te creo NiUnaMas MeToo	non-sexist	non-sexist
EXIST2021	5146	twitter	es	Hasta los cojones de NEGROS tan pedantes como arrogantes con el victimismo de siempre 	non-sexist	non-sexist
EXIST2021	5147	twitter	es	La mujer está empoderada con la pelota ponen el ejemplo en una ciudad líder en el paísYa ganó Tigres Femenil y Rayadas va pisando fuerte	non-sexist	non-sexist
EXIST2021	5148	twitter	es	 La pena contenida y la alegría reprimida La pena de tantas lágrimas de marzo Y la alegría de lo único que le queda al pueblo Barcelona	non-sexist	non-sexist
EXIST2021	5149	twitter	es	Lo hermoso que es compartir cosas con mi chica  	non-sexist	non-sexist
EXIST2021	5150	twitter	es	 Por favor hagamos trending copia los hashtags entre más posts más alcance tiene AZTECANOTICAS TELEMUNDONOTICIEROSTELEVISATELEDIARIOPFPapoya pgj GobiernoDelEstado PFP PGRCNDH yositecreo niunamenos CIDH CDMX SEDENA GuardiaNacional	non-sexist	non-sexist
EXIST2021	5151	twitter	es	La concejala de Frente de Todos Marita Velázquez que fue designada coordinadora de las dos sedes del Consejo de Art de Políticas de Género y Diversidad Sexual en la Región  y destacó la importancia de que se implementen medidas de protección a la mujer	non-sexist	non-sexist
EXIST2021	5152	twitter	es	Si yo llego a canar así de hermoso me dejo el cabello gris AMO el estilo de las mujeres mayores con el cabello plateadoLa mayoría son elegantísimas 	non-sexist	non-sexist
EXIST2021	5153	twitter	es	 invitas a comer a un buen lugar a este hombre y luego te dice algo así DONDE ESTÁ SAKURA CUANDO SE LE NECESITA 	non-sexist	non-sexist
EXIST2021	5154	twitter	es	Mentira cara de nalgas el cyberpunk esta  puntos me voy a jugá mientras hago pesas para no sentirme tan escoria nos vimos	non-sexist	non-sexist
EXIST2021	5155	twitter	es	 Jaja jaja bien x Fernanday luego dicen que no hay agresión a las mujeresjaja jaja	non-sexist	non-sexist
EXIST2021	5156	twitter	es	  Que saca con charlas cuando sabemos que estos son desobedientes sin disciplinas no les importa las consecuencias por lo mismo  esto debería ser la mamá quien la lleve a la chica o chico adolescente al pediatra para que le de anticonceptivos comdones 	non-sexist	non-sexist
EXIST2021	5157	twitter	es	 y tienes que ir directo a la cuenta de tus seguidos porque si de casualidad no aparecen en tu TL y no les das Like ya no te van a aparecer O sea son invisibles porque según la app a falta de likes no te interesa aunque no lo hayas visto porque fue una publicación d hace días	non-sexist	non-sexist
EXIST2021	5158	twitter	es	Buenísimo texto de Nancy Fraser filósofa y profesora del The New School de Nueva York Lo disfruté un montón  	non-sexist	non-sexist
EXIST2021	5159	twitter	es	Yo ya no teletrabajo ni un puto día más Se acaba mi horario y ahí te quedas con tus movidas Porque encima te echan en cara que teletrabajes dos putos días a la semana	non-sexist	non-sexist
EXIST2021	5160	twitter	es	He decidido bloquear a toda la escoria y mierda de esta red social Si os dejó de seguir o bloqueo es porque habeis soltado alguna estupidez muy gorda de Sam o fla	non-sexist	non-sexist
EXIST2021	5161	twitter	es	Eso es mentira Es un actor MUY CONOCIDO pagado para hacer el paripé y decir que las vacunas no son peligrosas PORQUE TODO EL MUNDO SABE QUE LAS VACUNAS SON LA MANERA EN QUE NOS QUIEREN CONTROLAR Y MATAR Y ROBAR E INSULTAR Y SODOMIZAR Dirán 	non-sexist	non-sexist
EXIST2021	5162	twitter	es	literal jajajjaja sé que esta segunda expo está mal y ya no quiero escuchar pero la otra chica de mi grupo la hace largaaa Mana ya apágate quiero que la profe nos mande a la mrd y que todo se acabe pf	non-sexist	non-sexist
EXIST2021	5163	twitter	es	SE HACEN PSICOTECNICOS A LOS JUECESEl juezque pidió la absolución de LaManada absuelve al hombre que abusó sexualmente de una niña de  años porque el acusado decía quesiempre inventaba historias Se pedía  años de prisió 	sexist	sexual-violence
EXIST2021	5164	twitter	es	 Una escoria menos en el mundo	non-sexist	non-sexist
EXIST2021	5165	twitter	es	Hoy me pararon los mismo Un bebé y mi esposa embarazada  	non-sexist	non-sexist
EXIST2021	5166	twitter	es	 Ah Lillith Sigues ahíAlzó débilmente una mano tratando de encontrar a la chica	non-sexist	non-sexist
EXIST2021	5167	twitter	es	 Putos fachas borregos Lo único que hizo Franco es asesinar a niños mujeres y ancianos sin compasión Destrozar familias enteras y enterrarlas en las cunetas Os llegará el día que lo pagaréis todo el daño causado Putos fachas	non-sexist	non-sexist
EXIST2021	5168	twitter	es	 Esperemos que en la final pongan a un grupo de arbitros con la altura de lo que merece dicha final no vayan a comenter el error de poner algo como las semifinales muchos pensamos que no debieron usar a la MLS para terminar el torneo esperemos que no se quiera usar a su favor	non-sexist	non-sexist
EXIST2021	5169	twitter	es	 Le deseo todo lo mejor Us es una mujer que se nota es muy inteligente Pero no permita que se le infiltre gente del PAC en su partido Si no ud misma se pondrá la soga al cuello como política	non-sexist	non-sexist
EXIST2021	5170	twitter	es	 Cuando estas embarazada ya sos madre	non-sexist	non-sexist
EXIST2021	5171	twitter	es	ÚLTIMAHORA PAN PRI y PRD anuncian coalición Va por México para elecciones de Dicha coalición abandera las causas sociales la defensa del empleo el apoyo a las pequeñas y medianas empresas y la erradicación de la violencia contra las mujeres 	non-sexist	non-sexist
EXIST2021	5172	twitter	es	Como esa vez que hubo desfile de profesiones en el grado de mi hermano y una niña llegó disfrazada DE POLLO	non-sexist	non-sexist
EXIST2021	5173	twitter	es	Hablando de bodas enero es un mes ideal para casarse verdad   Confirmamos boda lagartoña	non-sexist	non-sexist
EXIST2021	5174	twitter	es	 Jajaja si desde ahorita ya hay gente en facebbok shippeándolos va a arder Troya bien bonitoY de ésa morra Uff es una joyita A mí lo que me enchila es la gente que viene a decirle a la otra qué hacer o lo que le tiene qué gustar y todo desde su postura moralinamojigata	non-sexist	non-sexist
EXIST2021	5175	twitter	es	 Más bien que somos un pueblo gilipollas que se deja sodomizar por psicópatas repugnantes	non-sexist	non-sexist
EXIST2021	5176	twitter	es	Cómo se nota que nunca en su re putísima vida laburó Es re facil hablar de laburo barato cuando lo único que haces es vivir de rentas de tus terrenos que NI compraste porque se los sacaste a tu ex mujer por el divorcio Con razón tu hija no te quería y decia que te odiaba	non-sexist	non-sexist
EXIST2021	5177	twitter	es	a fea estooy jajajajakajaja me la suda	non-sexist	non-sexist
EXIST2021	5178	twitter	es	HuboUnAntes Sabías que en Cuba entre los años  y  del siglo pasado se realizaron tres congresos feministas Hilo EstáMuyLejosPorRefugiosEnCubaYaSeVaACaerYoSíTeCreoenCubaYoSíTeCreoMeTooNiUnaMenosLeyIntegralContralaViolenciadeGéneroSeráLeyenCuba 	non-sexist	non-sexist
EXIST2021	5179	twitter	es	  Oh si no sabés el poder que tiene al oratoria es que no entendiste nada Cicerón te mira con gran sonrisa El arte de la oratoria es persuadir con la palabra si la oratoria no es buena fracaso Bragueta estrecha mal que te pese no como polenta Bobo	non-sexist	non-sexist
EXIST2021	5180	twitter	es	 Una monja embarazada que salto de un carro en movimiento never forget	non-sexist	non-sexist
EXIST2021	5181	twitter	es	Con la existencia de Felipe VI cualquier persona medianamente inteligente llegaría a la conclusión de que el la igualdad entre españoles no existe	non-sexist	non-sexist
EXIST2021	5182	twitter	es	FDIM Conmemoramos el  años de lucha constante por la Paz la solidaridad mundial y los Derechos de las Mujeres 	non-sexist	non-sexist
EXIST2021	5183	twitter	es	 Deberían decir que el permiso es para visitar a adultos mayores sobre años Por ley adulto mayor es sobre  años las mujeres y  los hombres Quise visitar a mi mamá que tiene  años y no lo pude hacer	non-sexist	non-sexist
EXIST2021	5184	twitter	es	  Amigo Nada aguitado compadre si lo estaría si mi equipo costara un chingo de dinero y jugaran una chingada Espero que el Vasco evite esos rídiculos mínimo que no te vuelvan a sodomizar en tu cancha compa	non-sexist	non-sexist
EXIST2021	5185	twitter	es	   chicas igual podemos casarnos entre más de una eh	non-sexist	non-sexist
EXIST2021	5186	twitter	es	 Hola borracho espurio y ratero y asesino escoria vende patria  que hases a que te dedicas	non-sexist	non-sexist
EXIST2021	5187	twitter	es	 controló el incendio de una motocicleta en la Autopista con  sur ésta tardeSin personas lesionadas el vehículo pertenecía a una mujer 	non-sexist	non-sexist
EXIST2021	5188	twitter	es	BalanceConSentiido El especial VocesFeministas de la segunda ola en Colombia también incluyó la historia de Olga Amparo Sánchez coordinadora de la Casa de la Mujer 	non-sexist	non-sexist
EXIST2021	5189	twitter	es	  Aquí matan periodistas mujeres niños vaya hasta gobernadores mandan asesinar	non-sexist	non-sexist
EXIST2021	5190	twitter	es	Que realmente volvi a ser yo no tengo que refugiarme en nadie igual me caen mal todas las mujeres Pero bueno por suerte me va bien en todo lo que me propongo y cada día tengo más ganas de comerme el mundo las personas que sw fueron de mi vida fueron etapas y que si hoy ya no	non-sexist	non-sexist
